,location,BHK,total_sqft,bath,price
5000,Hebbal,2,1299.0,2.0,100.0
5001,HRBR Layout,2,1170.0,2.0,75.0
5002,JP Nagar,3,2195.0,2.0,152.0
5003,Yelahanka,4,2600.0,4.0,175.0
5004,KR Puram,2,1140.0,2.0,43.32
5005,Kanakpura Road,3,1900.0,3.0,125.0
5006,Electronic City,2,1110.0,2.0,39.95
5007,HBR Layout,2,1089.0,2.0,60.0
5008,others,2,880.0,2.0,48.0
5009,Kereguddadahalli,2,1080.0,2.0,32.0
5010,Thanisandra,2,1093.0,2.0,68.1
5011,Banashankari Stage III,3,1480.0,3.0,75.48
5012,Hegde Nagar,3,1703.0,3.0,125.0
5013,Hebbal,2,1200.0,2.0,60.0
5014,Marathahalli,3,1690.0,3.0,116.0
5015,Yelahanka,2,1305.0,2.0,78.0
5016,Talaghattapura,3,1257.0,2.0,40.22
5017,others,2,1150.0,2.0,45.0
5018,others,2,1194.0,2.0,55.0
5019,others,3,2000.0,3.0,90.0
5020,Anekal,3,1500.0,4.0,99.0
5021,others,2,1025.0,2.0,42.5
5022,Horamavu Agara,2,980.0,2.0,38.19
5023,Whitefield,3,2225.0,3.0,149.0
5024,others,2,1022.0,2.0,57.0
5025,others,2,1153.0,2.0,45.0
5026,Pai Layout,2,1175.0,2.0,60.0
5027,Vidyaranyapura,3,1560.0,3.0,68.0
5028,Billekahalli,2,1350.0,3.0,55.0
5029,others,2,1200.0,2.0,76.0
5030,others,2,1200.0,1.0,54.0
5031,Chandapura,2,800.0,2.0,25.0
5032,Electronic City,4,2093.0,4.0,104.0
5033,Bannerghatta Road,2,1275.0,2.0,73.0
5034,Begur Road,2,1215.0,2.0,43.13
5035,Begur Road,3,1444.0,2.0,71.5
5036,others,2,950.0,2.0,38.0
5037,Banashankari Stage II,3,1240.0,2.0,59.52
5038,Hennur,2,1231.0,2.0,50.0
5039,Yeshwanthpur,3,1713.0,3.0,110.0
5040,Sarjapur  Road,3,3004.0,4.0,158.0
5041,Sonnenahalli,3,1310.0,2.0,46.0
5042,Jalahalli,2,790.0,2.0,49.5
5043,others,3,1605.0,3.0,100.0
5044,Whitefield,2,1250.0,2.0,82.0
5045,Subramanyapura,3,1260.0,2.0,76.0
5046,Yelahanka,2,1180.0,2.0,56.0
5047,Uttarahalli,3,1255.0,2.0,50.19
5048,Electronic City,2,1025.0,2.0,53.9
5049,Sarjapur  Road,3,1877.0,4.0,150.0
5050,Hennur,5,2500.0,5.0,125.0
5051,others,3,1542.0,3.0,98.0
5052,others,2,1012.0,2.0,42.0
5053,Chandapura,2,1200.0,2.0,65.0
5054,Sarjapur  Road,2,1115.0,2.0,43.0
5055,Green Glen Layout,3,1680.0,4.0,95.0
5056,Old Madras Road,2,1171.0,2.0,72.0
5057,Tumkur Road,2,1027.0,2.0,68.62
5058,Shampura,3,1700.0,3.0,75.0
5059,Kanakapura,2,1090.0,2.0,38.15
5060,Hennur Road,2,1232.0,2.0,74.0
5061,Anekal,2,766.0,2.0,28.0
5062,Kanakpura Road,1,525.0,1.0,27.0
5063,Hosa Road,3,1576.0,3.0,109.0
5064,Choodasandra,3,1254.0,2.0,65.0
5065,others,5,3600.0,5.0,110.0
5066,Kanakpura Road,3,1593.0,3.0,118.0
5067,others,2,1333.0,2.0,77.27
5068,Raja Rajeshwari Nagar,3,1375.0,2.0,54.99
5069,Ardendale,3,1650.0,3.0,82.0
5070,Thanisandra,3,1430.0,2.0,51.48
5071,Electronic City,2,940.0,2.0,54.0
5072,Electronic City,1,435.0,1.0,21.0
5073,Begur Road,2,1160.0,2.0,36.54
5074,Electronic City,3,1500.0,2.0,77.5
5075,Koramangala,3,1890.0,2.0,100.0
5076,others,2,1050.0,2.0,70.0
5077,Haralur Road,2,1027.0,2.0,43.0
5078,Whitefield,3,1495.0,2.0,61.28
5079,Seegehalli,3,3000.0,4.0,235.0
5080,Tumkur Road,3,1459.0,2.0,95.0
5081,Yelahanka,3,1711.0,3.0,85.61
5082,Hoodi,2,1250.0,2.0,98.0
5083,Anandapura,2,875.0,2.0,57.0
5084,Ramamurthy Nagar,2,1334.0,2.0,67.0
5085,Thigalarapalya,3,2072.0,4.0,160.0
5086,Kengeri Satellite Town,2,920.0,2.0,39.0
5087,Chandapura,2,778.0,2.0,25.29
5088,Nagasandra,4,1310.0,3.0,95.0
5089,Electronic City,3,1631.0,3.0,80.0
5090,Kanakpura Road,1,525.0,1.0,27.5
5091,Jalahalli,3,1395.0,3.0,82.0
5092,others,3,2000.0,3.0,105.0
5093,Hennur Road,2,1232.0,2.0,66.0
5094,others,2,1075.0,2.0,55.0
5095,Gubbalala,2,1205.0,2.0,70.0
5096,Rayasandra,3,1179.0,2.0,55.0
5097,Kodigehaali,2,1013.0,2.0,51.0
5098,Uttarahalli,2,1160.0,2.0,40.6
5099,7th Phase JP Nagar,2,1200.0,2.0,62.5
5100,others,3,1200.0,3.0,99.0
5101,Marathahalli,2,1065.0,2.0,55.0
5102,Lakshminarayana Pura,2,1395.0,2.0,75.0
5103,others,2,1007.0,2.0,43.0
5104,Kengeri,3,1436.0,2.0,55.0
5105,others,6,4250.0,6.0,150.0
5106,Kengeri,2,1200.0,2.0,58.0
5107,Mysore Road,2,940.0,2.0,43.61
5108,KR Puram,6,4300.0,6.0,175.0
5109,Dodda Nekkundi,3,1829.0,3.0,125.0
5110,others,2,1000.0,2.0,60.0
5111,others,3,5720.0,3.0,350.0
5112,Hebbal,2,1390.0,2.0,95.0
5113,Lakshminarayana Pura,3,1500.0,3.0,104.0
5114,Vijayanagar,3,2047.0,3.0,136.0
5115,Jakkur,2,1202.0,2.0,79.0
5116,others,2,1012.0,2.0,59.0
5117,Gunjur,3,2132.0,3.0,80.0
5118,Whitefield,1,605.0,1.0,40.0
5119,Harlur,2,1331.0,2.0,88.0
5120,Margondanahalli,2,1200.0,2.0,69.0
5121,others,3,1280.0,2.0,49.0
5122,Balagere,2,1007.0,2.0,62.0
5123,Thanisandra,3,1370.0,2.0,61.0
5124,others,2,925.0,2.0,35.0
5125,TC Palaya,2,1500.0,2.0,75.0
5126,Hennur Road,2,1341.0,2.0,95.0
5127,others,3,1350.0,2.0,47.25
5128,Tumkur Road,2,992.0,2.0,60.0
5129,Uttarahalli,2,1163.0,2.0,68.0
5130,Sarjapur  Road,2,1229.0,2.0,70.0
5131,others,2,600.0,2.0,39.0
5132,Electronic City Phase II,2,1219.0,2.0,61.26
5133,Raja Rajeshwari Nagar,3,1525.0,2.0,99.13
5134,Kasavanhalli,2,1147.0,2.0,60.0
5135,Akshaya Nagar,3,1412.0,2.0,88.0
5136,Sarjapur  Road,2,1044.0,2.0,34.77
5137,Nagarbhavi,2,1190.0,2.0,63.0
5138,others,3,1240.0,2.0,65.0
5139,Jigani,3,1352.0,3.0,65.0
5140,others,2,1100.0,2.0,55.0
5141,Uttarahalli,3,1330.0,2.0,39.9
5142,others,3,1700.0,3.0,111.0
5143,Electronic City,2,1355.0,2.0,67.0
5144,Ramamurthy Nagar,2,1200.0,2.0,46.0
5145,Kengeri,1,400.0,2.0,25.0
5146,Sarjapur  Road,2,1342.0,2.0,70.0
5147,Begur Road,3,1615.0,3.0,50.87
5148,others,2,1340.0,2.0,65.0
5149,Devanahalli,2,1080.0,2.0,52.0
5150,Hennur Road,3,2700.0,3.0,150.0
5151,others,3,1780.0,3.0,110.0
5152,Amruthahalli,3,1605.0,3.0,65.0
5153,Kammanahalli,2,1200.0,2.0,80.0
5154,Margondanahalli,2,900.0,2.0,49.0
5155,Sarjapur,3,1830.0,3.0,88.0
5156,others,5,1800.0,4.0,68.0
5157,Uttarahalli,2,1065.0,2.0,42.59
5158,others,3,900.0,2.0,65.0
5159,others,2,946.0,2.0,45.0
5160,Laggere,1,1500.0,1.0,60.0
5161,Sarjapur  Road,3,1711.0,3.0,110.0
5162,Kudlu Gate,3,1656.0,3.0,80.0
5163,Uttarahalli,2,1075.0,2.0,46.76
5164,Harlur,3,1752.12,3.0,133.0
5165,others,3,1540.0,3.0,85.0
5166,LB Shastri Nagar,1,665.0,1.0,32.0
5167,Sector 2 HSR Layout,3,1665.0,3.0,110.0
5168,Electronics City Phase 1,2,1145.0,2.0,54.0
5169,Whitefield,2,1185.0,2.0,41.0
5170,Marathahalli,3,1693.0,3.0,125.0
5171,Uttarahalli,2,1155.0,2.0,40.6
5172,others,3,1610.0,2.0,64.4
5173,Whitefield,3,1200.0,3.0,56.58
5174,EPIP Zone,3,1709.0,3.0,80.0
5175,Gottigere,3,1400.0,2.0,50.0
5176,KR Puram,2,1200.0,2.0,42.0
5177,others,3,1439.0,3.0,57.23
5178,Kasavanhalli,2,1375.0,2.0,72.0
5179,Vijayanagar,3,1200.0,2.0,75.0
5180,Yelahanka,2,1315.0,2.0,75.0
5181,Yelahanka,6,3600.0,6.0,200.0
5182,Vijayanagar,2,1178.0,2.0,82.0
5183,Bannerghatta Road,3,1430.0,3.0,59.0
5184,Mahadevpura,3,1400.0,2.0,65.8
5185,Thanisandra,2,1093.0,2.0,72.0
5186,Horamavu Banaswadi,2,1200.0,2.0,45.0
5187,Magadi Road,5,5000.0,6.0,360.0
5188,Whitefield,3,2210.0,3.0,156.0
5189,Uttarahalli,2,1150.0,2.0,70.0
5190,others,3,1435.0,2.0,60.0
5191,Whitefield,2,1173.0,2.0,78.2
5192,Thanisandra,2,1140.0,2.0,39.0
5193,others,3,1717.0,3.0,120.0
5194,Mallasandra,2,1325.0,2.0,65.0
5195,Hoodi,3,1370.0,3.0,67.0
5196,others,3,1409.0,2.0,62.0
5197,Bellandur,2,1200.0,2.0,52.0
5198,Thanisandra,2,1200.0,2.0,53.5
5199,Whitefield,3,1740.0,4.0,130.0
5200,Hennur Road,2,1232.0,2.0,88.0
5201,Chandapura,2,1200.0,2.0,36.0
5202,others,2,1250.0,2.0,50.0
5203,Bommanahalli,4,2100.0,4.0,85.0
5204,5th Phase JP Nagar,1,552.0,1.0,23.5
5205,Uttarahalli,3,1065.0,2.0,42.59
5206,others,2,1225.0,2.0,65.0
5207,Padmanabhanagar,2,1067.0,2.0,52.0
5208,Sarjapur,3,1364.0,2.0,56.0
5209,others,3,1750.0,3.0,75.0
5210,Bannerghatta Road,2,1240.0,2.0,71.0
5211,Hulimavu,2,1200.0,2.0,75.0
5212,Kaggadasapura,3,1540.0,3.0,75.0
5213,others,3,1504.0,2.0,102.0
5214,others,2,1116.0,2.0,49.8
5215,Hennur Road,3,2365.0,4.0,175.0
5216,Vijayanagar,2,864.0,2.0,45.0
5217,Hoskote,3,1069.0,2.0,38.0
5218,Hebbal,2,1333.0,2.0,100.0
5219,others,4,1800.0,4.0,145.0
5220,Thanisandra,3,1698.0,3.0,107.0
5221,JP Nagar,3,1275.0,2.0,43.6
5222,Raja Rajeshwari Nagar,2,1060.0,2.0,48.0
5223,Hennur,2,1160.0,2.0,49.0
5224,Sarjapur  Road,3,1484.0,2.0,65.0
5225,Hennur Road,2,1310.0,2.0,66.0
5226,others,4,3000.0,4.0,240.0
5227,Varthur,3,2145.0,3.0,165.0
5228,Jigani,3,1230.0,3.0,60.0
5229,others,2,1150.0,2.0,60.0
5230,Munnekollal,3,1385.0,2.0,66.5
5231,Tumkur Road,2,1066.0,2.0,52.5
5232,Thanisandra,3,2293.0,3.0,80.26
5233,others,3,1625.0,3.0,92.0
5234,Raja Rajeshwari Nagar,6,3900.0,6.0,195.0
5235,7th Phase JP Nagar,2,1000.0,2.0,70.65
5236,Nagavarapalya,2,907.0,2.0,38.0
5237,Ulsoor,4,3500.0,4.0,138.0
5238,Varthur,3,1395.0,2.0,79.0
5239,others,2,1180.0,2.0,50.0
5240,Banaswadi,5,1903.0,6.0,140.0
5241,Electronic City,2,1175.0,2.0,47.0
5242,others,2,1272.0,2.0,51.5
5243,others,3,1490.0,2.0,92.0
5244,Yeshwanthpur,2,1144.0,2.0,67.0
5245,others,4,2400.0,5.0,140.0
5246,Hormavu,2,1143.0,2.0,53.0
5247,Karuna Nagar,3,2500.0,3.0,190.0
5248,others,2,1044.0,2.0,60.0
5249,Prithvi Layout,2,1352.0,3.0,93.0
5250,Hennur Road,3,1552.0,3.0,75.0
5251,Bellandur,3,1785.0,3.0,120.0
5252,Pai Layout,2,810.0,2.0,34.5
5253,Banashankari Stage V,3,1650.0,3.0,51.98
5254,others,3,1595.0,3.0,70.39
5255,Whitefield,2,1060.0,2.0,35.0
5256,Babusapalaya,3,1410.0,2.0,65.0
5257,Nagarbhavi,3,1523.0,2.0,56.0
5258,Kanakpura Road,3,1591.0,3.0,122.0
5259,others,3,1640.0,3.0,84.0
5260,Yelahanka New Town,1,450.0,1.0,16.0
5261,Bannerghatta Road,3,1305.0,2.0,60.0
5262,Yelahanka,3,1590.0,3.0,54.0
5263,Kaggadasapura,2,1240.0,2.0,45.0
5264,others,2,1200.0,2.0,54.0
5265,Dodda Nekkundi,2,1100.0,2.0,41.16
5266,Channasandra,3,1310.0,2.0,45.0
5267,others,2,959.0,2.0,42.5
5268,Yelahanka,2,1390.0,2.0,70.21
5269,Hulimavu,2,1576.0,2.0,46.0
5270,Kenchenahalli,3,1280.0,2.0,69.0
5271,Kasturi Nagar,2,1000.0,2.0,58.0
5272,Marathahalli,2,1196.0,2.0,57.9
5273,Sarjapur  Road,3,1220.0,3.0,57.0
5274,Ambalipura,2,950.0,2.0,31.95
5275,others,2,1141.0,2.0,55.0
5276,5th Phase JP Nagar,2,1200.0,2.0,51.0
5277,Kasavanhalli,3,1380.0,2.0,55.0
5278,Doddathoguru,2,855.0,2.0,32.0
5279,Chandapura,2,922.0,2.0,36.0
5280,others,2,1200.0,2.0,43.2
5281,7th Phase JP Nagar,2,1070.0,2.0,42.0
5282,others,2,1293.0,2.0,75.0
5283,R.T. Nagar,3,1380.0,2.0,50.0
5284,Yelahanka New Town,3,1599.0,3.0,80.0
5285,Nehru Nagar,2,967.0,2.0,41.1
5286,others,3,1885.0,3.0,90.0
5287,others,2,860.0,2.0,65.5
5288,Sarjapur  Road,2,1050.0,2.0,63.5
5289,Marathahalli,3,1595.0,3.0,88.0
5290,Sarjapur  Road,2,1350.0,2.0,102.0
5291,Hebbal,2,1204.0,2.0,45.0
5292,Sarjapur  Road,4,2990.0,4.0,240.0
5293,Sarjapur  Road,2,1035.0,2.0,49.0
5294,others,2,1000.0,2.0,29.95
5295,Sarjapur  Road,3,1457.0,3.0,85.0
5296,Bannerghatta,2,1100.0,2.0,66.0
5297,Whitefield,3,1655.0,3.0,120.0
5298,Kanakpura Road,3,1691.2,3.0,115.0
5299,Ramagondanahalli,2,1215.0,2.0,46.1
5300,Kanakpura Road,2,1155.0,2.0,50.125
5301,Hoodi,3,1639.0,3.0,129.0
5302,Sarjapur  Road,3,1685.0,3.0,135.0
5303,Hormavu,2,1100.0,2.0,38.0
5304,Marathahalli,3,2122.0,3.0,125.0
5305,others,2,1050.0,2.0,47.0
5306,Kengeri,2,1230.0,2.0,45.0
5307,5th Phase JP Nagar,3,1240.0,3.0,60.0
5308,Electronic City Phase II,3,1252.0,2.0,65.0
5309,others,3,1374.0,2.0,88.0
5310,8th Phase JP Nagar,1,500.0,1.0,30.0
5311,Banashankari,2,1040.0,2.0,45.0
5312,Sarjapur  Road,2,1350.0,2.0,68.0
5313,Hennur,3,2400.0,3.0,135.0
5314,Haralur Road,3,1560.0,3.0,90.0
5315,Anandapura,2,1151.0,2.0,43.16
5316,Uttarahalli,3,1360.0,2.0,47.59
5317,others,2,1250.0,2.0,60.0
5318,Hennur Road,2,1015.0,2.0,50.0
5319,Kadugodi,3,1351.0,2.0,78.0
5320,Yelahanka New Town,2,960.0,2.0,50.0
5321,others,2,1110.0,2.0,52.0
5322,R.T. Nagar,3,1680.0,3.0,72.0
5323,Arekere,3,2400.0,3.0,180.0
5324,others,3,1350.0,3.0,48.6
5325,Horamavu Banaswadi,2,1254.0,2.0,47.0
5326,CV Raman Nagar,2,1051.0,2.0,61.0
5327,Uttarahalli,2,1099.0,2.0,65.0
5328,Hebbal,3,2650.0,4.0,199.0
5329,others,4,2000.0,2.0,160.0
5330,Whitefield,2,1125.0,2.0,45.0
5331,Vittasandra,3,1650.0,3.0,85.0
5332,others,1,834.0,1.0,62.0
5333,Gollarapalya Hosahalli,3,1320.0,3.0,60.0
5334,Mysore Road,3,1500.0,3.0,74.0
5335,Kanakpura Road,1,1576.0,1.0,125.0
5336,Whitefield,2,1180.0,2.0,70.0
5337,Kadugodi,2,1010.0,2.0,50.0
5338,Channasandra,2,1070.0,2.0,38.0
5339,Choodasandra,3,1580.0,3.0,105.0
5340,Green Glen Layout,3,2000.0,3.0,165.0
5341,Sanjay nagar,3,1200.0,2.0,76.0
5342,Kalena Agrahara,2,1040.0,2.0,45.0
5343,Hulimavu,3,1430.0,2.0,90.0
5344,Thanisandra,3,1564.0,3.0,105.0
5345,Hormavu,2,750.0,2.0,58.0
5346,Kasavanhalli,2,1200.0,2.0,60.0
5347,Begur Road,2,1200.0,2.0,44.4
5348,others,4,2000.0,4.0,135.0
5349,Yelahanka,3,1650.0,3.0,105.0
5350,Yelahanka,2,1200.0,2.0,55.0
5351,Kengeri Satellite Town,2,985.0,2.0,42.0
5352,Ramagondanahalli,3,1475.0,2.0,63.0
5353,Sarjapur  Road,3,1157.0,2.0,53.99
5354,others,2,900.0,2.0,35.0
5355,Gottigere,4,2500.0,3.0,120.0
5356,GM Palaya,2,1030.0,2.0,60.0
5357,others,2,1000.0,2.0,46.0
5358,Kasavanhalli,4,4260.0,4.0,333.0
5359,Kudlu,3,1570.0,2.0,65.94
5360,Kanakapura,2,1283.0,2.0,68.0
5361,others,2,1200.0,2.0,52.0
5362,Konanakunte,3,2400.0,2.0,180.0
5363,Yelahanka,2,990.0,2.0,37.62
5364,others,2,1280.0,2.0,90.0
5365,others,2,1190.0,2.0,55.0
5366,Yelachenahalli,2,1100.0,2.0,60.0
5367,Harlur,2,1133.0,2.0,55.0
5368,Somasundara Palya,4,2400.0,3.0,140.0
5369,Whitefield,2,1280.0,2.0,69.0
5370,Horamavu Agara,3,1250.0,3.0,65.0
5371,Begur Road,3,1565.0,2.0,49.3
5372,others,3,1900.0,3.0,65.0
5373,Munnekollal,2,1080.0,2.0,45.0
5374,Battarahalli,1,600.0,1.0,47.0
5375,HRBR Layout,3,1335.0,2.0,87.0
5376,JP Nagar,3,3496.5,2.0,237.5
5377,Sarjapur  Road,3,1385.0,3.0,55.0
5378,others,3,1578.0,3.0,73.9
5379,Sarjapur  Road,3,1700.0,3.0,79.9
5380,Vidyaranyapura,2,1120.0,2.0,70.0
5381,Electronic City,1,435.0,1.0,22.0
5382,Magadi Road,2,1116.0,2.0,51.89
5383,Old Madras Road,3,1480.0,3.0,95.0
5384,Hormavu,2,1000.0,2.0,50.0
5385,HSR Layout,2,1145.0,2.0,46.0
5386,Bommasandra,2,800.0,1.0,32.0
5387,Thanisandra,2,1265.0,2.0,83.0
5388,Devanahalli,3,1700.0,3.0,88.2
5389,others,2,1475.0,2.0,70.0
5390,BTM 2nd Stage,2,1265.0,2.0,55.0
5391,Brookefield,2,1080.0,2.0,50.0
5392,Whitefield,3,2023.0,4.0,130.0
5393,others,2,2400.0,2.0,125.0
5394,Kadubeesanahalli,3,1545.0,2.0,66.0
5395,6th Phase JP Nagar,3,1350.0,2.0,58.0
5396,Hoodi,2,1108.0,2.0,74.23
5397,Marathahalli,3,1730.0,3.0,115.0
5398,others,3,1427.0,2.0,70.0
5399,Yelahanka,2,935.0,2.0,35.53
5400,Sarjapura - Attibele Road,2,1073.0,2.0,31.77
5401,Ananth Nagar,2,960.0,2.0,37.0
5402,Thigalarapalya,3,2215.0,4.0,150.0
5403,Brookefield,2,1230.0,2.0,55.0
5404,Mahadevpura,2,1438.0,2.0,89.0
5405,7th Phase JP Nagar,2,1080.0,2.0,75.0
5406,Uttarahalli,3,1590.0,3.0,58.0
5407,others,3,1350.0,3.0,68.0
5408,Raja Rajeshwari Nagar,3,1400.0,2.0,48.0
5409,Kaggadasapura,3,1560.0,2.0,72.0
5410,Mallasandra,4,1810.0,3.0,57.0
5411,others,3,2274.24,4.0,160.0
5412,Sonnenahalli,3,1484.0,3.0,74.18
5413,others,3,1455.0,2.0,55.0
5414,Thanisandra,3,2280.0,4.0,184.0
5415,Bharathi Nagar,2,1351.0,2.0,74.0
5416,Kanakpura Road,3,1223.0,2.0,42.81
5417,KR Puram,3,1430.0,2.0,61.0
5418,Sarjapur  Road,2,984.0,2.0,55.0
5419,Jalahalli,3,1770.0,3.0,100.0
5420,Margondanahalli,2,1140.0,2.0,60.0
5421,Bommanahalli,2,1170.0,2.0,34.0
5422,others,3,1570.0,3.0,80.0
5423,others,3,1495.0,2.0,65.0
5424,Hoodi,3,1530.0,2.0,67.0
5425,Gunjur,3,1800.0,3.0,70.0
5426,Bellandur,2,1088.0,2.0,48.0
5427,Hosa Road,3,1533.0,3.0,98.18
5428,Rachenahalli,2,1100.0,2.0,68.0
5429,Thubarahalli,3,1540.0,3.0,90.0
5430,Hebbal,2,1244.0,3.0,48.0
5431,Hosa Road,2,1040.0,2.0,68.59
5432,Begur Road,2,1260.0,2.0,39.69
5433,Thigalarapalya,2,1245.0,2.0,100.0
5434,others,3,1350.0,3.0,75.0
5435,Vijayanagar,2,920.0,2.0,60.0
5436,others,6,2300.0,7.0,160.0
5437,Yelahanka New Town,4,2095.0,3.0,109.0
5438,Begur Road,2,1100.0,2.0,71.42
5439,Vijayanagar,2,1019.0,2.0,58.0
5440,Harlur,3,1756.0,3.0,128.0
5441,Bommasandra,3,1280.0,3.0,50.0
5442,Whitefield,3,2134.0,4.0,118.0
5443,Hosa Road,2,1369.1,2.0,98.0
5444,others,3,2515.0,4.0,155.0
5445,Thigalarapalya,3,2215.0,4.0,154.0
5446,others,3,1440.0,3.0,72.0
5447,Hennur Road,3,1186.0,2.0,55.33
5448,Hebbal,3,1800.0,3.0,140.0
5449,Kudlu,3,1600.0,3.0,79.0
5450,GM Palaya,2,1000.0,2.0,35.0
5451,Kambipura,3,1082.0,2.0,45.5
5452,Nagarbhavi,2,1050.0,2.0,80.0
5453,others,2,1200.0,2.0,56.0
5454,Begur,3,3500.0,4.0,185.0
5455,Dasarahalli,2,1220.0,2.0,52.0
5456,Kanakapura,4,2130.0,4.0,120.0
5457,Harlur,3,1749.0,3.0,120.0
5458,Doddaballapur,3,1576.0,2.0,48.0
5459,others,3,1670.0,3.0,75.0
5460,Hennur Road,3,2264.0,3.0,168.0
5461,Begur,2,1100.0,2.0,55.0
5462,Chandapura,2,674.0,1.0,19.9
5463,Electronics City Phase 1,2,1125.0,2.0,65.0
5464,Nagavara,2,1125.0,2.0,44.5
5465,others,2,700.0,2.0,29.0
5466,BTM Layout,3,1300.0,2.0,75.0
5467,JP Nagar,3,1600.0,3.0,83.0
5468,Magadi Road,3,1052.0,2.0,60.0
5469,Devarachikkanahalli,2,1130.0,2.0,36.0
5470,Electronic City,3,1500.0,2.0,63.0
5471,Gottigere,3,1230.0,2.0,52.0
5472,Haralur Road,3,1520.0,2.0,85.0
5473,Kanakpura Road,1,525.0,1.0,26.25
5474,Hosa Road,2,1040.0,2.0,61.0
5475,others,3,1300.0,2.0,67.0
5476,Old Airport Road,4,2690.0,4.0,201.0
5477,Panathur,2,1140.0,2.0,51.2
5478,Nagavarapalya,1,646.0,1.0,25.84
5479,Kadugodi,3,1890.0,4.0,125.0
5480,Whitefield,3,1458.0,2.0,62.0
5481,Green Glen Layout,3,1970.0,3.0,160.0
5482,Whitefield,3,1808.0,4.0,80.0
5483,Balagere,2,1007.0,2.0,67.0
5484,Doddathoguru,2,1105.0,2.0,50.0
5485,Raja Rajeshwari Nagar,2,1170.0,2.0,50.0
5486,Chandapura,2,1080.0,2.0,45.0
5487,Kaggalipura,3,1150.0,2.0,62.0
5488,Ramamurthy Nagar,2,1200.0,2.0,57.9
5489,Kudlu Gate,3,1656.0,3.0,75.0
5490,KR Puram,2,1040.0,2.0,50.0
5491,Hosur Road,2,1085.0,2.0,33.7
5492,others,3,1215.0,2.0,49.75
5493,NRI Layout,4,2150.0,4.0,115.0
5494,Panathur,2,1210.0,2.0,77.0
5495,others,2,1050.0,2.0,55.0
5496,Malleshpalya,2,1421.0,2.0,90.0
5497,Old Madras Road,3,1425.0,2.0,74.31
5498,Budigere,2,1162.0,2.0,58.0
5499,Whitefield,1,905.0,1.0,60.0
5500,Sarjapur  Road,2,914.0,2.0,32.0
5501,others,2,1258.0,2.0,58.0
5502,Hormavu,4,3500.0,4.0,289.0
5503,Whitefield,3,1537.0,2.0,70.0
5504,Chikkalasandra,3,1230.0,2.0,53.51
5505,Hosur Road,4,2000.0,4.0,69.0
5506,Indira Nagar,4,3200.0,3.0,250.0
5507,Anjanapura,2,950.0,2.0,32.0
5508,Marathahalli,4,4000.0,4.0,200.0
5509,Yelahanka,3,1282.0,2.0,48.72
5510,Jakkur,3,1220.0,2.0,49.0
5511,7th Phase JP Nagar,3,1415.0,3.0,65.0
5512,Green Glen Layout,3,1728.0,3.0,125.0
5513,Yelahanka,4,3990.0,4.0,260.0
5514,Kasavanhalli,2,1495.0,2.0,83.0
5515,Yeshwanthpur,3,2501.0,3.0,138.0
5516,Kanakpura Road,1,381.0,1.0,28.0
5517,Hennur Road,3,2002.0,3.0,120.0
5518,others,3,3200.0,3.0,260.0
5519,Banjara Layout,2,1200.0,2.0,70.0
5520,Bommasandra,3,1942.0,3.0,90.0
5521,Electronics City Phase 1,3,1522.5,2.0,60.75
5522,others,3,1450.0,3.0,90.0
5523,Electronic City,2,1039.0,2.0,50.0
5524,Old Madras Road,2,1210.0,2.0,80.0
5525,Yelahanka,3,1620.0,3.0,90.0
5526,Hebbal Kempapura,3,3408.0,3.0,260.0
5527,Marathahalli,2,1314.0,2.0,55.0
5528,Bisuvanahalli,2,945.0,2.0,33.0
5529,Nehru Nagar,3,1374.0,3.0,72.0
5530,Kanakpura Road,3,1603.0,3.0,113.0
5531,Kengeri,3,1230.0,2.0,52.0
5532,Basavangudi,1,670.0,1.0,50.0
5533,Sarjapur  Road,4,1864.0,3.0,105.0
5534,Hosa Road,3,2500.0,3.0,100.0
5535,Raja Rajeshwari Nagar,3,1625.0,2.0,54.0
5536,Whitefield,2,1186.0,2.0,55.0
5537,Electronic City,2,770.0,1.0,39.9
5538,Varthur,2,1085.0,2.0,45.0
5539,others,3,1893.0,3.0,115.0
5540,Kundalahalli,3,1496.0,2.0,78.0
5541,Electronics City Phase 1,3,1550.0,2.0,82.0
5542,Marathahalli,3,1200.0,2.0,58.17
5543,Electronic City Phase II,2,1286.0,2.0,69.0
5544,Hebbal,3,1860.0,3.0,95.0
5545,Haralur Road,2,1243.0,2.0,45.0
5546,Brookefield,2,1200.0,2.0,75.0
5547,Sarjapur,2,1044.0,2.0,32.0
5548,7th Phase JP Nagar,2,1040.0,2.0,41.59
5549,8th Phase JP Nagar,2,1125.0,2.0,36.94
5550,Subramanyapura,3,1278.0,2.0,59.0
5551,others,6,2400.0,6.0,98.0
5552,others,2,1250.0,2.0,43.0
5553,Vijayanagar,5,2400.0,6.0,125.0
5554,Lakshminarayana Pura,2,1210.0,2.0,75.0
5555,Sarjapur  Road,3,1157.0,2.0,57.84
5556,Raja Rajeshwari Nagar,2,1185.0,2.0,51.15
5557,Kalena Agrahara,3,1450.0,3.0,100.0
5558,Old Madras Road,3,1859.0,3.0,121.0
5559,Ramamurthy Nagar,3,1305.0,3.0,60.0
5560,Thanisandra,1,784.0,1.0,35.285
5561,Kasavanhalli,2,5000.0,2.0,400.0
5562,Sarjapur  Road,2,1150.0,2.0,36.8
5563,Whitefield,3,1806.0,3.0,85.0
5564,Kudlu,2,1027.0,2.0,42.0
5565,Uttarahalli,2,1002.0,2.0,40.08
